CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50103933,CUTE CAT CAFE,Queens,6669,FRESH POND RD,11385,Coffee/Tea,8/14/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,B,8/14/2024,40.70679149,-73.89707554,405,30,61301,4087879,4036190018,QN20,
40397625,LA VILLA PIZZERIA,Brooklyn,6610,AVENUE U,11234,Pizza,6/26/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,11,A,6/26/2024,40.61741375,-73.91079335,318,46,70201,3243428,3086310001,BK45,
50065959,J & J DELICIOUS CAKES,Brooklyn,664,FLATBUSH AVENUE,11225,Bakery Products/Desserts,10/31/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,Z,10/31/2024,40.65708722,-73.96022121,309,40,79802,3114643,3050260241,BK60,
50142580,7TH STREET BURGER,Brooklyn,177,BEDFORD AVENUE,11211,Hamburgers,4/4/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,4/4/2024,40.71805041,-73.95747189,301,33,55300,3061940,3023200004,BK73,
50056033,LA COLOMBIANITA BAKERY,Queens,10837,CORONA AVE,11368,Bakery Products/Desserts,10/23/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,Z,10/23/2024,40.74249549,-73.85409744,404,21,42700,4443008,4020090079,QN25,
50157331,CINNABON,Brooklyn,1194,FULTON STREET,11216,American,9/23/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25,N,,40.68058522,-73.95286293,303,36,24700,3323677,3018600011,BK61,
50100946,BLIMPIE,Bronx,2200,WESTCHESTER AVENUE,10462,Sandwiches,3/20/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,3/20/2024,40.83421083,-73.85145624,209,18,9200,2026929,2038230001,BX59,
50150556,JUICENTHINGZ,Brooklyn,1441,SAINT JOHNS PLACE,11213,"Juice, Smoothies, Fruit Salads",9/26/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,51,N,,40.67055815,-73.93050188,308,36,34900,3036879,3013790073,BK61,
41615937,HONG BAO CAFE,Brooklyn,6317,18 AVENUE,11204,Chinese,6/6/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,10,A,6/6/2024,40.61995673,-73.98932693,311,47,24800,3133136,3055400003,BK28,
50064110,HAWA SMOOTHIE,Brooklyn,295,BROADWAY,11211,"Juice, Smoothies, Fruit Salads",1/4/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,1/4/2024,40.70852083,-73.95816331,301,34,52500,3388490,3024600027,BK73,
50144998,LAGO KACHE,Brooklyn,2192,FLATBUSH AVENUE,11234,Creole,3/28/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,B,3/28/2024,40.6165434,-73.93020174,318,46,65200,3220776,3078890074,BK45,
50096673,SEA BREEE DELI,Bronx,325,CITY ISLAND AVENUE,10464,Sandwiches,10/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,10/17/2024,40.84767881,-73.78666497,210,13,51600,2090620,2056310137,BX10,
50145104,JOEL BAKERY CORP,Queens,1615,PALMETTO STREET,11385,Other,4/4/2024,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,17,N,,40.69991075,-73.9106573,405,34,54900,4082320,4034440027,QN20,
50004403,SWALLOW CAFE,Brooklyn,205,NORTH    9 STREET,11211,Coffee/Tea,8/29/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,36,Z,8/29/2024,40.71792042,-73.95488906,301,33,51900,3396764,3023060001,BK73,
50076682,C&C ITALIAN DELI II,Queens,8019,MYRTLE AVE,11385,Sandwiches,10/1/2024,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,11,A,10/1/2024,40.70299309,-73.86796514,405,30,63500,4093554,4038310002,QN19,
50154197,KOMOREBI FULL HOUSE RESTAURANT,Brooklyn,6201,11 AVENUE,11219,Japanese,7/25/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,53,N,,40.6302693,-74.00421513,310,43,21200,3141507,3057310010,BK30,
50067909,CUTEST COOKIES,Staten Island,1300,HYLAN BOULEVARD,10305,Bakery Products/Desserts,2/20/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,2/20/2024,40.59658633,-74.08557426,502,50,6400,5128526,5032240014,SI14,
50150953,BIANCO NEGO GELATO,Queens,3320,DITMARS BLVD,11105,Frozen Desserts,9/4/2024,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,36,N,,40.77527286,-73.90950874,401,22,11700,4017013,4008320059,QN72,
50153845,ALLISSGEOVA,Queens,709,BEACH   20 STREET,11691,Mexican,9/12/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,26,N,,40.60194122,-73.7534511,414,31,100802,4300872,4157500037,QN15,
50116295,GREYSTONE COFFEE,Bronx,5812,MOSHOLU AVENUE,10471,Coffee/Tea,5/6/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,5/6/2024,40.90477806,-73.89677498,208,11,34500,2084823,2058512088,BX22,
50133840,LAS TOXICAS SPORT BAR RESTAURANT,Queens,4009,82ND ST,11373,Spanish,3/15/2024,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,3/15/2024,40.74731636,-73.88386859,404,21,26901,4036894,4014930003,QN29,
50145320,BANHMIGOS & COFFEE,Brooklyn,79,NORMAN AVENUE,11222,Asian/Asian Fusion,4/1/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,9,A,4/1/2024,40.72525339,-73.95230087,301,33,56100,3065602,3026190034,BK76,
50096292,9 PLUS KTV & PARTY,Queens,13628,39TH AVE,11354,Chinese,6/18/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,6/18/2024,40.76043685,-73.82936729,407,20,87100,4112493,4049800014,QN22,
50119950,DUNYA KABAB HOUSE,Brooklyn,696,CONEY ISLAND AVENUE,11218,Afghan,8/12/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A,8/12/2024,40.64050326,-73.96914914,312,39,49200,3126321,3053780018,BK41,
50103178,D ROTI HUT,Queens,20801,JAMAICA AVE,11428,Caribbean,8/9/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,45,Z,8/9/2024,40.71439509,-73.75210647,413,23,49600,4224502,4105410010,QN34,
50138564,Crispy Burger,Queens,1850,COLLEGE POINT BLVD,11356,American,11/6/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12,A,11/6/2024,40.78293431,-73.84588018,407,19,92500,4098319,4040830040,QN23,
41206006,NEW YORK FRIED CHICKEN,Queens,13104,MERRICK BOULEVARD,11434,Chicken,9/5/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,9/5/2024,40.67941076,-73.76147754,412,27,35200,4592719,4129830031,QN08,
50146885,THE BROTHERS BAGELS,Brooklyn,7105,FORT HAMILTON PARKWAY,11228,Bagels/Pretzels,8/28/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,47,C,8/28/2024,40.62763083,-74.01368963,310,38,20600,3147030,3059020008,BK30,
50146410,MAGIA EN TU VIDA,Queens,3804,JUNCTION BLVD,11368,Pancakes/Waffles,7/26/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,2,A,7/26/2024,40.74953259,-73.86965547,403,21,27300,4036672,4014840045,QN28,
50152206,HALAL CHICKEN NAEEM FRIED CHICKEN & PIZZA,Bronx,1401,WHITE PLAINS ROAD,10462,Chicken,9/24/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,143,N,,40.83556207,-73.8631729,209,18,21601,2028345,2039020069,BX08,
50014408,MCDONALD'S,Brooklyn,7124,3 AVENUE,11209,Hamburgers,3/28/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,3/28/2024,40.63397445,-74.02677658,310,43,6800,3146508,3058900043,BK31,
41692108,RUNNER & STONE,Brooklyn,285,3 AVENUE,11215,American,8/23/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/23/2024,40.67725917,-73.98616315,306,39,11900,3007516,3004480003,BK37,
50128818,LA JUGUERIA,Brooklyn,7411,15 AVENUE,11228,Spanish,9/30/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,54,C,9/30/2024,40.61810173,-74.00252862,311,43,18800,3159499,3062130006,BK28,
50105594,HIBISCUS BREW,Brooklyn,546,FLATBUSH AVENUE,11225,Coffee/Tea,10/31/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,22,Z,10/31/2024,40.66072973,-73.96076689,309,40,79802,3114594,3050260065,BK60,
50048152,DOSA ROYALE,Brooklyn,258,DEKALB AVENUE,11205,Indian,8/16/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,108,C,8/16/2024,40.68944526,-73.9686324,302,35,19700,3055287,3019290023,BK69,
50151267,AILEEN LA H RESTAURANT,Brooklyn,3824,FORT HAMILTON PARKWAY,11218,Latin American,10/16/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,N,,40.64349056,-73.990015,312,39,11000,3122920,3052880052,BK34,
50114821,REPOSTERIA  NITIN,Bronx,2312,GRAND CONCOURSE,10458,Bakery Products/Desserts,8/23/2024,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,12,A,8/23/2024,40.85782116,-73.89970403,205,15,38301,2013734,2031590003,BX40,
41306859,SUN WAH CHINESE RESTAURANT OF NY,Queens,3016,36 AVENUE,11106,Chinese,3/19/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13,A,3/19/2024,40.75684537,-73.93034653,401,26,5100,4007882,4005990132,QN68,
41253988,BAGELS PLUS,Queens,5722,WOODSIDE AVENUE,11377,American,2/26/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,2/26/2024,40.74579489,-73.90700462,402,26,25100,4028467,4012410083,QN63,
50012277,CUZCO PERU BBQ CHICKEN,Queens,13813,QUEENS BLVD,11435,Peruvian,4/22/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,26,B,4/22/2024,40.70851353,-73.81831203,408,24,21400,4206513,4096490037,QN35,
50131605,SPREADYS BAKERY,Queens,11716,LIBERTY AVE,11419,Caribbean,5/29/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,13,A,5/29/2024,40.68594646,-73.82570415,410,28,10600,4204130,4095710008,QN55,
50109073,PIZZA HUT,Queens,11102,SUTPHIN BLVD,11435,Pizza,4/22/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,4/22/2024,40.68852612,-73.79553809,412,28,19000,4540405,4119650188,QN76,
50037517,SUBWAY,Queens,16558,BAISLEY BLVD,11434,Sandwiches,8/12/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,22,B,8/12/2024,40.67925467,-73.77805548,412,28,33402,4436354,4124950002,QN02,
50111235,BLVD DINER,Queens,4311,QUEENS BLVD,11104,American,4/22/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,4/22/2024,40.74345879,-73.92127357,402,26,18300,4001941,4001620046,QN31,
41348028,STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL,Bronx,918,EAST  233 STREET,10466,Caribbean,6/3/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/3/2024,40.89134169,-73.85087235,212,11,42400,2064798,2048680050,BX44,
50105678,CHEF TORIBIO #2 RESTAURANT,Queens,7426,JAMAICA AVE,11421,Latin American,1/9/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,9,A,1/9/2024,40.6912804,-73.86733214,409,30,400,4182901,4088990013,QN53,
50049523,WO KEE NOODLE,Queens,16812,UNION TPKE,11366,Chinese,8/12/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,50,Z,8/12/2024,40.72299191,-73.79998849,408,24,126700,4152119,4070190005,QN38,
40357217,WILD ASIA,Bronx,2300,SOUTHERN BOULEVARD,10460,American,5/21/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,12,A,5/21/2024,40.85053675,-73.88245508,227,15,33400,2116700,2031200020,BX99,
50146557,ZHU'S KITCHEN,Bronx,971,EAST  167 STREET,10459,Chinese,5/15/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25,N,,40.8267925,-73.89131018,203,17,12500,2006069,2027450046,BX35,
50149553,ORIGINAL ESPINAL DELI 2,Queens,5719,NORTHERN BLVD,11377,Latin American,7/24/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,63,Z,7/24/2024,40.7536394,-73.90366217,401,25,29700,4026086,4011590044,QN63,
41571354,JIM BYRNE WEE PUB,Queens,9301,95 AVENUE,11416,Irish,2/9/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2/9/2024,40.68668758,-73.84893761,409,32,3200,4457216,4090330029,QN53,
50045802,HAYATI,Queens,2547,STEINWAY ST,11103,Middle Eastern,10/17/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,33,N,,40.76754283,-73.91200666,401,22,14300,4011429,4006840127,QN70,
50087218,POPEYES,Brooklyn,760,NEW LOTS AVENUE,11207,Chicken,7/3/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,7/3/2024,40.66641289,-73.88259697,305,42,112000,3097012,3043120010,BK82,
50139299,Corto Cafe,Brooklyn,262,HALSEY STREET,11216,Coffee/Tea,11/8/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,11/8/2024,40.68256526,-73.9430978,303,36,26900,3331249,3018460009,BK75,
50135554,ARLO WILLIAMSBURG HOTEL,Brooklyn,96,WYTHE AVENUE,11249,American,10/18/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,32,N,,40.72148169,-73.95833192,301,33,55700,3425311,3022950021,BK73,
41621477,DUET,Brooklyn,6181,STRICKLAND AVENUE,11234,Bakery Products/Desserts,9/4/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18,B,9/4/2024,40.61311101,-73.9121966,318,46,69800,3238591,3084701120,BK45,
41716870,GLASSERIE,Brooklyn,95,COMMERCIAL STREET,11222,Mediterranean,10/13/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,7,A,10/13/2024,40.73765849,-73.95604841,301,33,56300,3063674,3024720400,BK76,
50119648,EL MESON RESTAURANT,Bronx,3815,WHITE PLAINS ROAD,10467,Spanish,4/10/2024,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,13,A,4/10/2024,40.88399493,-73.86258099,212,12,39200,2057588,2046540048,BX44,
50145191,MAYA'S CAFE MEXICAN CUISINE,Staten Island,1400,FOREST AVENUE,10302,Mexican,1/16/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,1/16/2024,40.62513037,-74.13568077,501,50,20100,5011199,5003900009,SI07,
50127400,HALAL BROS GRILL,Bronx,3476,JEROME AVENUE,10467,Chicken,6/18/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/18/2024,40.88210609,-73.88191807,207,11,42100,2017772,2033270100,BX43,
50133155,LEE CHINESE RESTAURANT,Brooklyn,2104,LINDEN BOULEVARD,11207,Chinese,10/2/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,10/2/2024,40.66093411,-73.88510446,305,42,110400,3097677,3043530007,BK82,
41243544,CAFE COLETTE,Brooklyn,79,BERRY STREET,11249,American,9/30/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10,A,9/30/2024,40.71985929,-73.95766915,301,33,51700,3061662,3023040001,BK73,
50094357,SPREAD LOVE & JUICE,Brooklyn,9106,FLATLANDS AVENUE,11236,"Juice, Smoothies, Fruit Salads",4/3/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22,B,4/3/2024,40.64078649,-73.90508327,318,46,96600,3229932,3081990040,BK50,
50116677,MAMAN,Brooklyn,154,COURT STREET,11201,Other,10/29/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,10/29/2024,40.68869452,-73.99285321,306,39,4500,3003070,3002920031,BK33,
50152524,UNCUTT BAR & RESTAURANT,Brooklyn,7107,3 AVENUE,11209,American,9/25/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,Z,9/25/2024,40.63386466,-74.02679816,310,43,6800,3146519,3058910007,BK31,
41600223,FLAVA II,Brooklyn,334,NEW LOTS AVENUE,11207,Caribbean,3/8/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25,B,3/8/2024,40.66124224,-73.89440317,305,42,112800,3096326,3042970004,BK85,
50149207,150 JACKSON PIZZA,Bronx,658,WESTCHESTER AVENUE,10455,Pizza,8/8/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,8/8/2024,40.81598765,-73.9084452,201,8,7300,2004431,2026230198,BX34,
50093334,JONGRO BBQ,Queens,15514,ROOSEVELT AVE,11354,Korean,5/7/2024,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,22,B,5/7/2024,40.76401231,-73.80956115,407,20,117100,4119346,4052750132,QN51,
50138972,Taco Callejero,Brooklyn,602,MARLBOROUGH ROAD,11226,Spanish,10/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,10/30/2024,40.63510255,-73.96328966,314,45,52000,3121147,3052350008,BK42,
50084397,GRAND CANYON RESTAURANT,Brooklyn,143,MONTAGUE STREET,11201,American,1/30/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,1/30/2024,40.6946068,-73.99361348,302,33,502,3001986,3002430016,BK09,
50067421,PRECIOUS ISLAND TEA SHOP,Staten Island,366,NEW DORP LANE,10306,Chinese,2/27/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,22,B,2/27/2024,40.57076958,-74.11035212,502,50,13400,5057611,5042210062,SI45,
50147377,SPRINGBONE KITCHEN,Brooklyn,277-279,BEDFORD AVE,11211,Continental,8/9/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,24,N,,40.7143491,-73.96137008,301,34,55100,3000000,3023930008,BK73,
50144733,SHAH'S HALAL FOOD,Queens,4202A,GREENPOINT AVE,11104,Middle Eastern,10/26/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,10/26/2024,40.74049827,-73.92286128,402,26,18502,4002132,4001750007,QN31,
50107516,MAYA'S GARDEN & JUICE BAR,Queens,20531,HOLLIS AVE,11412,Caribbean,2/23/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,11,A,2/23/2024,40.70714857,-73.751964,412,27,51000,4458622,4109120035,QN07,
50127727,EVA'S X CINCO DE MAYO,Brooklyn,407,45 STREET,11220,Mexican,1/22/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,N,,40.6489747,-74.00917139,307,38,8000,3011172,3007380001,BK32,
50082903,TSAOCAA,Brooklyn,773,59 STREET,11220,Coffee/Tea,5/2/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,5/2/2024,40.63652159,-74.0096849,307,43,10400,3016218,3008580048,BK34,
